id;evita_id;name;type;center_id
465;482512;PCARM1_DmFront_Tel;reponse;5
466;482513;PCARM1_DcFront_Tel;reponse;1
467;482514;PTARB1_DcFront_Tel;reponse;2
468;482533;PTUNI2_AFCTC_Tel;reponse;3
469;482544;IAOAT1_cConvAC_Tel;reponse;4
470;482545;IAOAT1_cConvACZ_Tel;reponse;5
471;482546;IAOAT1_cConvFP_Tel;reponse;1
472;482547;IAOAT1_cConvRecla_Tel;reponse;2
473;482549;IAOAT1_cOpenFibAC_Tel;reponse;3
474;482550;IAOAT1_cOpenFibACZ_Tel;reponse;4
475;482552;IAOAT1_cOpenFibFP_Tel;reponse;5
476;482553;IAOAT1_cOpenFibRecla_Tel;reponse;1
477;482555;IAOAT1_cPLivFibre_Tel;reponse;2
478;482556;IAOAT1_mcExp1_Tel;reponse;3
479;482557;IAOAT1_mcExp2_Tel;reponse;4
480;482558;IAOAT1_mLabFile_Tel;reponse;5
481;482559;IAOAT1_mLaboa_Tel;reponse;1
482;482560;IAOAT1_mLabob_Tel;reponse;2
483;482561;IAOAT1_mLaboc_Tel;reponse;3
484;482562;IAOAT1_mLabod_Tel;reponse;4
485;482565;IAOAT1_mOExpert_Tel;reponse;5
486;482566;IAOAT1_xBals_Hors_Tel;reponse;1
487;482567;IAOAT1_xGest_Hors_Tel;reponse;2
488;482568;IAOAT1_xOExpert_Back_Hors_Tel;reponse;3
489;482569;IAOAT1_xRecla_Hors_Tel;reponse;4
490;482570;IAOAT1_xRecou_Hors_Tel;reponse;5
491;482571;IAOAT1_xSLiv_Hors_Tel;reponse;1
492;482629;IASOM1_mcExp1_Tel;reponse;2
493;482630;IASOM1_mcExp2_Tel;reponse;3
494;482977;PLENS1_cConvACZ_Tel;reponse;4
495;482978;PLENS1_cConvRecla_Tel;reponse;5
496;482980;PLENS1_cCtcMixte_Tel;reponse;1
497;482981;PLENS1_cCtcOpen_Tel;reponse;2
498;482983;PLENS1_cOpenFibACZ_Tel;reponse;3
499;482984;PLENS1_cOpenFibRecla_Tel;reponse;4
500;482987;PLENS1_mEchat_Hors_Tel;reponse;5
501;482989;PLENS1_mGestFid_Hors_Tel;reponse;1
502;482990;PLENS1_mRecla_Hors_Tel;reponse;2
503;482991;PLENS1_mRecou_Hors_Tel;reponse;3
504;482992;PLENS1_mSoutien_Hors_Tel;reponse;4
505;483051;PCHAL1_cConvACZ_Tel;reponse;5
506;483052;PCHAL1_cConvRecla_Tel;reponse;1
507;483056;PCHAL1_mRecl_Tel;reponse;2
508;483060;PCHAL1_cCtcMixte_Tel;reponse;3
509;483061;PCHAL1_mGestFid_Hors_Tel;reponse;4
510;483062;PCHAL1_mGest_Hors_Tel;reponse;5
511;483063;PCHAL1_mRecla_Hors_Tel;reponse;1
512;483064;PCHAL1_mRecou_Hors_Tel;reponse;2
513;483065;PCHAL1_mAppelSortant_Hors_Tel;reponse;3
514;483066;PCHAL1_mVerbatim_Hors_Tel;reponse;4
515;483067;PCHAL1_mBals_Hors_Tel;reponse;5
516;483182;IARAA1_cConvAC_Tel;reponse;1
517;483183;IARAA1_cConvACZ_Tel;reponse;2
518;483184;IARAA1_cConvFP_Tel;reponse;3
519;483185;IARAA1_cConvRecla_Tel;reponse;4
520;483188;IARAA1_cOpenFibAC_Tel;reponse;5
521;483189;IARAA1_cOpenFibACZ_Tel;reponse;1
522;483191;IARAA1_cOpenFibFP_Tel;reponse;2
523;483192;IARAA1_cOpenFibRecla_Tel;reponse;3
524;483194;IARAA1_mcExp1_Tel;reponse;4
525;483195;IARAA1_mcExp2_Tel;reponse;5
526;483196;IARAA1_mFraude_Tel;reponse;1
527;483197;IARAA1_mFraudeNC_Tel;reponse;2
528;483198;IARAA1_mGccGP_Tel;reponse;3
529;483206;IARAA1_mOExpert_Tel;reponse;4
530;483208;IARAA1_mRecl_Tel;reponse;5
531;483213;IARAA1_xAppelSortant_Hors_Tel;reponse;1
532;483214;IARAA1_xBals_Hors_Tel;reponse;2
533;483215;IARAA1_xEchat_Hors_Tel;reponse;3
534;483216;IARAA1_xEmail_Hors_Tel;reponse;4
535;483219;IARAA1_xGCC_Hors_Tel;reponse;5
536;483220;IARAA1_xGestBal_Hors_Tel;reponse;1
537;483221;IARAA1_xGestBalComplx_Hors_Tel;reponse;2
538;483222;IARAA1_xOEBalN3_Hors_Tel;reponse;3
539;483223;IARAA1_xOEComplx_Hors_Tel;reponse;4
540;483226;IARAA1_xOEVrille_Hors_Tel;reponse;5
541;483227;IARAA1_xOSABalResil_Hors_Tel;reponse;1
542;483228;IARAA1_xReclaBal_Hors_Tel;reponse;2
543;483229;IARAA1_xReclaBalSuivi_Hors_Tel;reponse;3
544;483230;IARAA1_xRecouBO_Hors_Tel;reponse;4
545;483231;IARAA1_xRecouDallembert_Hors_Tel;reponse;5
546;483232;IARAA1_xSavBalComplx_Hors_Tel;reponse;1
547;483233;IARAA1_xSmlkConfirmCde_Hors_Tel;reponse;2
548;483234;IARAA1_xSmlkDivers_Hors_Tel;reponse;3
549;483235;IARAA1_xSpa_Hors_Tel;reponse;4
550;483236;IARAA1_xSpaProcess_Hors_Tel;reponse;5
551;483237;IARAA1_XRecouBal_Hors_Tel;reponse;1
552;483299;PTARB1_cConvACZ_Tel;reponse;2
553;483303;PTARB1_cCtcOpen_Tel;reponse;3
554;483304;PTARB1_mGestFid_Hors_Tel;reponse;4
555;483305;PTARB1_mRecla_Hors_Tel;reponse;5
556;483306;PTARB1_mRecou_Hors_Tel;reponse;1
557;483320;EC_MODELENOMINAL2_Tel;reponse;2
558;483321;EC_MODELENOMINAL3_Tel;reponse;3
559;483322;EC_MODELENOMINAL4_Tel;reponse;4
560;483323;EC_MODELENOMINAL5_Tel;reponse;5
561;483328;PCARM1_cConvRecla_Tel;reponse;1
562;483331;PCARM1_mGest_Hors_Tel;reponse;2
563;483334;PCARM1_cConvACZ_Tel;reponse;3
564;483338;PCASA1_cSoshMlbAC_Tel;reponse;4
565;483339;PCASA1_cSoshMlbACZ_Tel;reponse;5
566;483340;PCASA1_cSoshMlbFibAC_Tel;reponse;1
567;483341;PCASA1_cSoshMlbFibACZ_Tel;reponse;2
568;483342;PCASA1_cSoshMlbFibRecla_Tel;reponse;3
569;483343;PCASA1_cSoshMlbFibRecou_Tel;reponse;4
570;483344;PCASA1_cSoshMlbRecla_Tel;reponse;5
571;483345;PCASA1_cSoshMlbRecou_Tel;reponse;1
572;483347;PCASA1_mBalsAt_Hors_Tel;reponse;2
573;483348;PCASA1_mDesimlockage_Hors_Tel;reponse;3
574;483349;PCASA1_mEchatAcSosh_Hors_Tel;reponse;4
575;483350;PCASA1_mEchatAt_Hors_Tel;reponse;5
576;483351;PCASA1_mEchatAtSosh_Hors_Tel;reponse;1
577;483352;PCASA1_mGest_Hors_Tel;reponse;2
578;483354;PCASA1_mRecla_Hors_Tel;reponse;3
579;483355;PCASA1_mRecou_Hors_Tel;reponse;4
580;483356;PCASA1_mSoshAC_Tel;reponse;5
581;483357;PCASA1_mSoshACZ_Tel;reponse;1
582;483358;PCASA1_mSoshAT_Tel;reponse;2
583;483359;PCASA1_mSoshRecla_Tel;reponse;3
584;483360;PCASA1_mSoshRecou_Tel;reponse;4
585;483362;PTUNI1_cCtcMixte_Tel;reponse;5
586;483364;PTUNI1_cSoshMlbAC_Tel;reponse;1
587;483365;PTUNI1_cSoshMlbACZ_Tel;reponse;2
588;483366;PTUNI1_cSoshMlbAT_Tel;reponse;3
589;483367;PTUNI1_cSoshMlbFibAT_Tel;reponse;4
590;483368;PTUNI1_cSoshMlbRecla_Tel;reponse;5
591;483369;PTUNI1_cSoshMlbRecou_Tel;reponse;1
592;483370;PTUNI1_mAppelSortantHDM_Hors_Tel;reponse;2
593;483371;PTUNI1_mDesimlockage_Hors_Tel;reponse;3
594;483372;PTUNI1_mEchat_Hors_Tel;reponse;4
595;483373;PTUNI1_mEchatRecla_Hors_Tel;reponse;5
596;483374;PTUNI1_mGest_Hors_Tel;reponse;1
597;483376;PTUNI1_mMobicarteAC_Tel;reponse;2
598;483377;PTUNI1_mMobicarteACZ_Tel;reponse;3
599;483378;PTUNI1_mMobicarteAT_Tel;reponse;4
600;483380;PTUNI1_mReclaMail_Hors_Tel;reponse;5
601;483381;PTUNI1_mRecou_Hors_Tel;reponse;1
602;483382;PTUNI1_mSoshAC_Tel;reponse;2
603;483383;PTUNI1_mSoshACZ_Tel;reponse;3
604;483384;PTUNI1_mSoshAT_Tel;reponse;4
605;483385;PTUNI1_mSoshRecla_Tel;reponse;5
606;483386;PTUNI1_mSoshRecou_Tel;reponse;1
607;483539;PCASA1_DcSoshMlbAC_Tel;reponse;2
608;483540;PCASA1_DmSoshAC_Tel;reponse;3
609;483541;PTUNI1_DcSoshMlbAC_Tel;reponse;4
610;483542;PTUNI1_DcSoshMlbFibAC_Tel;reponse;5
611;483543;PTUNI1_DmSoshAC_Tel;reponse;1
612;483652;PTUNI1_cSoshMlbFibAC_Tel;reponse;2
613;483769;PTUNI1_mcExp1_Tel;reponse;3
614;483800;IAOFR1_ABOSOCIAL_Hors_Tel;reponse;4
615;483801;IAOFR1_cConvAC_Tel;reponse;5
616;483802;IAOFR1_cConvACZ_Tel;reponse;1
617;483803;IAOFR1_cConvFP_Tel;reponse;2
618;483804;IAOFR1_cConvRecla_Tel;reponse;3
619;483807;IAOFR1_cOpenFibAC_Tel;reponse;4
620;483808;IAOFR1_cOpenFibACZ_Tel;reponse;5
621;483809;IAOFR1_cOpenFibFP_Tel;reponse;1
622;483810;IAOFR1_cOpenFibRecla_Tel;reponse;2
623;483813;IAOFR1_GESTHOME_Hors_Tel;reponse;3
624;483815;IAOFR1_HFABOSOCIAL_Tel;reponse;4
625;483816;IAOFR1_HFANGLO_Tel;reponse;5
626;483826;IAOFR1_mRecl_Tel;reponse;1
627;483828;IAOFR1_mSerConso_Tel;reponse;2
628;483832;IAOFR1_xAbosocial_Hors_Tel;reponse;3
629;483833;IAOFR1_xActivSIM_Hors_Tel;reponse;4
630;483834;IAOFR1_xAppelSortant_Hors_Tel;reponse;5
631;483835;IAOFR1_xArchivage_Hors_Tel;reponse;1
632;483836;IAOFR1_xBals_Hors_Tel;reponse;2
633;483837;IAOFR1_xCascomplex_Hors_Tel;reponse;3
634;483838;IAOFR1_xColaboraCDMM_Hors_Tel;reponse;4
635;483839;IAOFR1_xControleSOX_Hors_Tel;reponse;5
636;483840;IAOFR1_xDesimlock_Hors_Tel;reponse;1
637;483841;IAOFR1_xEmail_Hors_Tel;reponse;2
638;483842;IAOFR1_xEntraideVAD_Hors_Tel;reponse;3
639;483843;IAOFR1_xGest_Hors_Tel;reponse;4
640;483844;IAOFR1_xGestN1_Hors_Tel;reponse;5
641;483845;IAOFR1_xHomolog_Hors_Tel;reponse;1
642;483846;IAOFR1_xLogTen_Hors_Tel;reponse;2
643;483847;IAOFR1_xMSO_Hors_Tel;reponse;3
644;483848;IAOFR1_xPCM_Hors_Tel;reponse;4
645;483849;IAOFR1_xRecla_Hors_Tel;reponse;5
646;483850;IAOFR1_xRecou_Hors_Tel;reponse;1
647;483851;IAOFR1_xSRA_Hors_Tel;reponse;2
648;483852;IAOFR1_xTestprojets_Hors_Tel;reponse;3
649;483853;IAOFR1_xTGRappel_Hors_Tel;reponse;4
650;483854;IAOFR1_xTGSpe_Hors_Tel;reponse;5
651;483855;IAOFR1_xTraitQD_Hors_Tel;reponse;1
652;483856;IAOFR1_xVerbatim_Hors_Tel;reponse;2
653;483857;IAOFR1_xWebActivite_Hors_Tel;reponse;3
654;483865;IAGES1_mOrangeAT_Tel;reponse;4
655;483866;IASOA1_mOrangeAT_Tel;reponse;5
656;483867;IANCE1_mOrangeAT_Tel;reponse;1
657;483868;PTUNI1_mOrangeAT_Tel;reponse;2
658;483869;PTUNI1_DcOpenFibreAT_Tel;reponse;3
659;483870;PTUNI1_DmOrangeAT_Tel;reponse;4
660;483871;PCASA1_DcOpenFibreAT_Tel;reponse;5
661;483872;PCASA1_DmOrangeAT_Tel;reponse;1
662;483873;PCASA1_mOrangeAT_Tel;reponse;2
663;483989;IARAA1_cOpenFibreAT_Tel;reponse;3
664;483990;IAGES1_cOpenFibreAT_Tel;reponse;4
665;483991;IAOAT1_cOpenFibreAT_Tel;reponse;5
666;483992;IANDF1_cOpenFibreAT_Tel;reponse;1
667;483993;PTUNI1_cOpenAT_Tel;reponse;2
668;483994;PCASA1_cOpenAT_Tel;reponse;3
669;484190;PTARB1_cOpenFibRecla_Tel;reponse;4
670;484192;PTARB1_cOpenFibACZ_Tel;reponse;5
671;484193;IASOM1_cOpenFibAC_Tel;reponse;1
672;484194;IASOM1_cOpenFibFP_Tel;reponse;2
673;484195;IASOM1_cOpenFibRecla_Tel;reponse;3
674;484197;IASOM1_cOpenFibACZ_Tel;reponse;4
675;484205;PTUNI1_cOpenFibreAT_Tel;reponse;5
676;484206;PCASA1_cOpenFibreAT_Tel;reponse;1
677;484226;PTUNI1_mHnoAC_Tel;reponse;2
678;484227;PCASA1_mHnoAC_Tel;reponse;3
679;484278;PCASA1_xRdesignSout_Hors_Tel;reponse;4
680;484279;PLENS1_xRdesignSout_Hors_Tel;reponse;5
681;484349;PCASA2_cEchat_Hors_Tel;reponse;1
682;484350;PCASA2_cGest_Hors_Tel;reponse;2
683;484351;PCASA2_cGestLiv_Hors_Tel;reponse;3
684;484352;PCASA2_DmOrangeAT_Tel;reponse;4
685;484353;PCASA2_mAT_Hors_Tel;reponse;5
686;484354;PCASA2_mEchat_Hors_Tel;reponse;1
687;484355;PCASA2_mEchatAc_Hors_Tel;reponse;2
688;484356;PCASA2_mGest_Hors_Tel;reponse;3
689;484357;PCASA2_mGestLiv_Hors_Tel;reponse;4
690;484358;PCASA2_mOrangeAT_Tel;reponse;5
691;484359;PCASA2_cOpenAT_Tel;reponse;1
692;484760;IAOAT1_cIncp_Tel;reponse;2
693;484761;IANDF1_cIncp_Tel;reponse;3
694;485012;PCARM1_cOpenFibACZ_Tel;reponse;4
695;485015;PCARM1_cOpenFibRecla_Tel;reponse;5
696;485525;IAOFR1_HFAPPELSORTANT_Hors_Tel;reponse;1
697;486003;IANDF1_cNI_Tel;reponse;2
698;486004;IANCE1_cNI_Tel;reponse;3
699;486005;IAOAT1_cNI_Tel;reponse;4
700;486006;IASOM1_cNI_Tel;reponse;5
701;486007;IASOA1_cNI_Tel;reponse;1
702;486008;IAGES1_cNI_Tel;reponse;2
703;486009;IAOFR1_cNI_Tel;reponse;3
704;486010;IARAA1_cNI_Tel;reponse;4
705;486011;IACOR1_cNI_Tel;reponse;5
706;486012;IASES1_cNI_Tel;reponse;1
707;486013;PTARB1_cNI_Tel;reponse;2
708;486014;PLENS1_cNI_Tel;reponse;3
709;486015;PCHAL1_cNI_Tel;reponse;4
710;486016;PCARM1_cNI_Tel;reponse;5
711;486017;IANDF1_HFNI_Tel;reponse;1
712;486018;IANCE1_HFNI_Tel;reponse;2
713;486019;IAOAT1_HFNI_Tel;reponse;3
714;486020;IASOA1_HFNI_Tel;reponse;4
715;486021;IASOM1_HFNI_Tel;reponse;5
716;486022;IAGES1_HFNI_Tel;reponse;1
717;486023;IAOFR1_HFNI_Tel;reponse;2
718;486025;IARAA1_HFNI_Tel;reponse;3
719;486026;IACOR1_HFNI_Tel;reponse;4
720;486030;IASES1_HFNI_Tel;reponse;5
721;486032;PTUNI2_HFNI_Tel;reponse;1
722;486039;PTARB1_DcNI_Tel;reponse;2
723;486040;PCHAL1_DcNI_Tel;reponse;3
724;486041;PLENS1_DcNI_Tel;reponse;4
725;486043;IASES1_DcNI_Tel;reponse;5
726;486044;PCARM1_DcNI_Tel;reponse;1
727;486047;PTUNI2_DHFNI_Tel;reponse;2
728;486737;IAGES1_xGedMutGSU_Hors_Tel;reponse;3
729;486738;IAGES1_xRejetMutGSU_Hors_Tel;reponse;4
730;486739;IAGES1_xSoldCmptMutGSU_Hors_Tel;reponse;5
731;486740;IAGES1_xCessionMutGSU_Hors_Tel;reponse;1
732;486741;IAGES1_xResilMutGSU_Hors_Tel;reponse;2
733;486742;IAGES1_xEmailMutGSU_Hors_Tel;reponse;3
734;486752;PCASA3_DHFNI_Tel;reponse;4
735;486753;PCASA3_DHFPREVENANCE_Tel;reponse;5
736;486758;PCASA3_HFNI_Tel;reponse;1
737;486759;PCASA3_HFPREVENANCE_Tel;reponse;2
738;486760;PCASA3_HFRECLA_Tel;reponse;3
739;486763;PCASA3_N2GESTION_Hors_Tel;reponse;4
740;486764;PCASA3_RECLA_Hors_Tel;reponse;5
741;486765;PCASA3_RECOUVREMENT_Hors_Tel;reponse;1
742;486766;PCASA3_SOUTIEN_Hors_Tel;reponse;2
743;486852;PCHAL1_cOpenFibRecla_Tel;reponse;3
744;487393;IAGES1_xRecouHagrid_Hors_Tel;reponse;4
745;487394;IAGES1_xRecouRefere_Hors_Tel;reponse;5
746;487395;IAGES1_xRecouSkype_Hors_Tel;reponse;1
747;487460;IACOR1_HFAC_Tel;reponse;2
748;487461;IAGES1_HFAC_Tel;reponse;3
749;487462;IANCE1_HFAC_Tel;reponse;4
750;487463;IANDF1_HFAC_Tel;reponse;5
751;487464;IAOAT1_HFAC_Tel;reponse;1
752;487466;IAOFR1_HFAC_Tel;reponse;2
753;487467;IARAA1_HFAC_Tel;reponse;3
754;487469;IASES1_HFAC_Tel;reponse;4
755;487470;IASOA1_HFAC_Tel;reponse;5
756;487471;IASOM1_HFAC_Tel;reponse;1
757;487472;PCASA3_HFAC_Tel;reponse;2
758;487474;PTUNI2_HFAC_Tel;reponse;3
759;487475;PTUNI2_DHFAC_Tel;reponse;4
760;487476;PCASA3_DHFAC_Tel;reponse;5
761;487478;PTUNI2_HFGCC_Hors_Tel;reponse;1
762;487574;IACOR1_HFACZ_Tel;reponse;2
763;487575;IAGES1_HFACZ_Tel;reponse;3
764;487576;IANCE1_HFACZ_Tel;reponse;4
765;487577;IANDF1_HFACZ_Tel;reponse;5
766;487578;IAOAT1_HFACZ_Tel;reponse;1
767;487579;IAOFR1_HFACZ_Tel;reponse;2
768;487580;IARAA1_HFACZ_Tel;reponse;3
769;487582;IASES1_HFACZ_Tel;reponse;4
770;487583;IASOA1_HFACZ_Tel;reponse;5
771;487584;IASOM1_HFACZ_Tel;reponse;1
772;487609;PTARB1_DmFront_Tel;reponse;2
773;487615;PTARB1_mRecl_Tel;reponse;3
774;487630;IARAA1_cPremiumAT_Tel;reponse;4
775;487631;IARAA1_cPremiumAC_Tel;reponse;5
776;487633;PTARB1_cPremiumAC_Tel;reponse;1
777;487634;PTARB1_DcPremiumAC_Tel;reponse;2
778;487635;PTARB1_hPremiumAC_Tel;reponse;3
779;487645;PTUNI1_cPremiumAT_Tel;reponse;4
780;487646;PTUNI1_DcPremiumAT_Tel;reponse;5
781;487647;PCASA1_cPremiumAT_Tel;reponse;1
782;487648;PCASA1_DcPremiumAT_Tel;reponse;2
783;487649;IAGES1_cPremiumAT_Tel;reponse;3
784;487650;IANDF1_cPremiumAT_Tel;reponse;4
785;487651;IAOAT1_cPremiumAT_Tel;reponse;5
786;487698;IAGES1_xReclaSAVDaR_Hors_Tel;reponse;1
787;487699;IAGES1_xReclaDalembert_Hors_Tel;reponse;2
788;487700;IAGES1_xReclaHagrid_Hors_Tel;reponse;3
789;487739;IACOR1_xADVR_Hors_Tel;reponse;4
790;487740;PTUNI1_DmOExpert_Tel;reponse;5
791;487741;PCASA1_DmOExpert_Tel;reponse;1
792;487742;PTUNI1_mOExpert_Tel;reponse;2
793;487743;PCASA1_mOExpert_Tel;reponse;3
794;487744;PCASA2_mOExpert_Tel;reponse;4
795;487745;PCASA2_DmOExpert_Tel;reponse;5
796;487746;IASOA1_cOpenSup_tel;reponse;1
797;487824;PLENS1_mQGHAC_Tel;reponse;2
798;487854;IAGES1_xFidBalreduit_HorsTel;reponse;3
799;487855;IAGES1_xFidBal_HorsTel;reponse;4
800;487856;IAGES1_xVerbatimUrgent_HorsTel;reponse;5
801;487956;PCASA3_DHFEXP2_Tel;reponse;1
802;487957;PTUNI2_DHFEXP2_Tel;reponse;2
803;488213;IAOAT1_cOpenSup_Tel;reponse;3
804;488252;PCASA1_mObjetConnecte_Hors_Tel;reponse;4
805;488253;PCASA1_cReiterationAT_Tel;reponse;5
806;488255;PTUNI1_cReiterationAT_Tel;reponse;1
807;488270;IASOM1_mRecl_Tel;reponse;2
808;488278;IAOAT1_mRecl_Tel;reponse;3
809;488438;IACAR1_HFSUPPORTRECOU_Tel;reponse;4
810;488544;PCASA2_cReiterationAT_Tel;reponse;5
811;488596;IAGES1_mHlautonomie_Tel;reponse;1
812;489202;IASOA1_cVipATZ_Tel;reponse;2
813;489211;IANDF1_mobileAC_Tel;reponse;3
814;489212;IANDF1_mobileACZ_Tel;reponse;4
815;489213;IANDF1_mobilePREV_Tel;reponse;5
816;489214;IAOFR1_mobileAC_Tel;reponse;1
817;489215;IAOFR1_mobileACZ_Tel;reponse;2
818;489216;IAOFR1_mobilePREV_Tel;reponse;3
819;489217;IAGES1_mobileAC_Tel;reponse;4
820;489218;IAGES1_mobileACZ_Tel;reponse;5
821;489219;IAGES1_mobilePREV_Tel;reponse;1
822;489220;IANCE1_mobileAC_Tel;reponse;2
823;489221;IANCE1_mobileACZ_Tel;reponse;3
824;489222;IANCE1_mobilePREV_Tel;reponse;4
825;489223;IAOAT1_mobileAC_Tel;reponse;5
826;489224;IAOAT1_mobileACZ_Tel;reponse;1
827;489225;IAOAT1_mobilePREV_Tel;reponse;2
828;489226;PCHAL1_DmobileAC_Tel;reponse;3
829;489227;PCHAL1_DmobilePREV_Tel;reponse;4
830;489228;PCHAL1_mobileAC_Tel;reponse;5
831;489229;PCHAL1_mobileACZ_Tel;reponse;1
832;489230;PCHAL1_mobilePREV_Tel;reponse;2
833;489232;IARAA1_mobileAC_Tel;reponse;3
834;489233;IARAA1_mobileACZ_Tel;reponse;4
835;489234;IARAA1_mobilePREV_Tel;reponse;5
836;489235;IASOM1_mobileAC_Tel;reponse;1
837;489236;IASOM1_mobileACZ_Tel;reponse;2
838;489237;IASOM1_mobilePREV_Tel;reponse;3
839;489238;PCARM1_DmobileAC_Tel;reponse;4
840;489239;PCARM1_DmobilePREV_Tel;reponse;5
841;489240;PCARM1_mobileAC_Tel;reponse;1
842;489241;PCARM1_mobileACZ_Tel;reponse;2
843;489242;PCARM1_mobilePREV_Tel;reponse;3
844;489243;PTARB1_DmobileAC_Tel;reponse;4
845;489244;PTARB1_DmobilePREV_Tel;reponse;5
846;489245;PTARB1_mobileAC_Tel;reponse;1
847;489246;PTARB1_mobileACZ_Tel;reponse;2
848;489247;PTARB1_mobilePREV_Tel;reponse;3
849;489248;IASES1_mobileAC_Tel;reponse;4
850;489249;IASES1_mobileACZ_Tel;reponse;5
851;489250;IASES1_mobilePREV_Tel;reponse;1
852;489251;IASOA1_mobileAC_Tel;reponse;2
853;489252;IASOA1_mobileACZ_Tel;reponse;3
854;489253;IASOA1_mobilePREV_Tel;reponse;4
855;489692;IAGES1_HFAPPUISPA_Tel;reponse;5
856;489693;IAGES1_cSpaAppui_Tel;reponse;1
857;489694;IARAA1_cSpaAppui_Tel;reponse;2
858;490071;IACAR1_HFBOMS_Hors_Tel;reponse;3
859;490145;PLENS1_FullN2Open_Hors_Tel;reponse;4
860;490154;IASES1_xSort_Hors_Tel;reponse;5
861;490547;IASOA1_cVipACInt_Tel;reponse;1
862;490548;IASOA1_cVipACIntZ_Tel;reponse;2
863;490549;IASOA1_cVipATInt_Tel;reponse;3
864;490550;IASOA1_cVipATIntZ_Tel;reponse;4
865;490631;IASOA1_cVipOpInt_Tel;reponse;5
866;490632;IASOA1_cVipOpIntZ_Tel;reponse;1
867;490839;IASOA1_HFSUPFIB_Tel;reponse;2
868;490840;IASOA1_cOpenSupHome_Tel;reponse;3
869;490841;IAGES1_DHFSUPFIB_Tel;reponse;4
870;490842;IAGES1_DcOpenSupHome_Tel;reponse;5
871;490843;IAGES1_DHFSUPFIBAPCM_Tel;reponse;1
872;490844;IAGES1_DcOpenSup_Tel;reponse;2
873;490892;IACOR1_cOpenFibACZ_Tel;reponse;3
874;490893;IACOR1_cOpenFibAC_Tel;reponse;4
875;490894;IACOR1_cOpenFibFP_Tel;reponse;5
876;490895;IACOR1_cOpenFibRecla_Tel;reponse;1
877;490897;IACOR1_mobileAC_Tel;reponse;2
878;490898;IACOR1_mobileACZ_Tel;reponse;3
879;490899;IACOR1_mobilePREV_Tel;reponse;4
880;490900;IACOR1_mRecl_Tel;reponse;5
881;490905;IAGES1_HFSUPFIB_Tel;reponse;1
882;490906;IAGES1_cOpenSupHome_Tel;reponse;2
883;490907;IAGES1_HFSUPFIBAPCM_Tel;reponse;3
884;490908;IAGES1_cOpenSup_Tel;reponse;4
885;491220;PTUNI1_mMobPap_Tel;reponse;5
886;491896;PTUNI1_HFSOSHAC_Tel;reponse;1
887;491897;PTUNI1_HFSOSHRECOU_Tel;reponse;2
888;491898;PCASA1_HFSOSHAC_Tel;reponse;3
889;491899;PCASA1_HFSOSHRECOU_Tel;reponse;4
890;492044;IACAR1_HFACCAR_Tel;reponse;5
891;492045;IACAR1_HFACCARZ_Tel;reponse;1
892;492046;IACAR1_HFRECOCAR_Tel;reponse;2
893;492047;PTUNI2_HFACCAR_Tel;reponse;3
894;492048;PTUNI2_DHFACCAR_Tel;reponse;4
895;492049;PTUNI2_HFRECOCAR_Tel;reponse;5
896;492050;PTUNI2_DHFRECOCAR_Tel;reponse;1
897;492177;PCASA3_AFCTC_Tel;reponse;2
898;492333;IACOR1_HFELI_Tel;reponse;3
899;492334;IASES1_HFELI_Tel;reponse;4
900;492335;IASOA1_HFELI_Tel;reponse;5
901;492336;IACOR1_cConvEli_Tel;reponse;1
902;492337;IASES1_cConvEli_Tel;reponse;2
903;492338;IASOA1_cConvEli_Tel;reponse;3
904;492339;IAGES1_HFELI_Tel;reponse;4
905;492340;IANCE1_HFELI_Tel;reponse;5
906;492341;IAGES1_cConvEli_Tel;reponse;1
907;492342;IANCE1_cConvEli_Tel;reponse;2
908;492343;IANDF1_HFELI_Tel;reponse;3
909;492344;IAOAT1_HFELI_Tel;reponse;4
910;492345;IAOFR1_HFELI_Tel;reponse;5
911;492346;IARAA1_HFELI_Tel;reponse;1
912;492347;IASOM1_HFELI_Tel;reponse;2
913;492348;PTUNI2_HFELI_Tel;reponse;3
914;492349;PTUNI2_DHFELI_Tel;reponse;4
915;492350;IANDF1_cConvEli_Tel;reponse;5
916;492351;IAOFR1_cConvEli_Tel;reponse;1
917;492352;IAOAT1_cConvEli_Tel;reponse;2
918;492353;IARAA1_cConvEli_Tel;reponse;3
919;492354;IASOM1_cConvEli_Tel;reponse;4
920;492355;PTARB1_cConvEli_Tel;reponse;5
921;492356;PTARB1_DcConvEli_Tel;reponse;1
922;492357;PTUNI2_HFELITRFATH_Tel;reponse;2
923;492570;PTUNI1_HFSOSHCTC_Tel;reponse;3
924;492571;PCASA1_HFSOSHCTC_Tel;reponse;4
925;492572;PCASA3_HFELI_Tel;reponse;5
926;492573;PCASA3_DHFELI_Tel;reponse;1
927;492576;PCARM1_DcConvEli_Tel;reponse;2
928;492577;PCHAL1_DcConvEli_Tel;reponse;3
929;492578;PLENS1_DcConvEli_Tel;reponse;4
930;492579;PLENS1_cConvEli_Tel;reponse;5
931;492580;PCARM1_cConvEli_Tel;reponse;1
932;492581;PCHAL1_cConvEli_Tel;reponse;2
933;492645;PCASA1_OpenRecla_Hors_Tel;reponse;3
934;492646;PCASA1_OpenRecou_Hors_Tel;reponse;4
935;492669;IAREU1_hRecou_Hors_Tel;reponse;5
936;492703;IAREU1_HFACREU_Tel;reponse;1
937;492704;IAREU1_HFACREUZ_Tel;reponse;2
